id,filename,suggested_alt_es,suggested_alt_en,project,service
f41ba255c2c3,Screen-Shot-2015-11-02-at-5.54.29-PM-150x150.png,Proyecto 150x150: Screen Shot 2015 11 02 at 5.54.29 PM 150x150,Project 150x150: Screen Shot 2015 11 02 at 5.54.29 PM 150x150,150x150,
1812e068607e,S-T-Roberto-Estupinan-681x450.jpg,Proyecto estupinan: S T Roberto Estupinan 681x450,Project estupinan: S T Roberto Estupinan 681x450,estupinan,
9e1ae10163f7,12034277_1637078636545430_844376759638453496_o-1024x635.png,RUN Art Foundry: 12034277 1637078636545430 844376759638453496 o 1024x635,RUN Art Foundry: 12034277 1637078636545430 844376759638453496 o 1024x635,,
ae0ea6dcc751,Screen-Shot-2015-09-01-at-11.07.06-AM1-350x350.png,Proyecto 350x350: Screen Shot 2015 09 01 at 11.07.06 AM1 350x350,Project 350x350: Screen Shot 2015 09 01 at 11.07.06 AM1 350x350,350x350,
d6a569b71f45,Screen-Shot-2016-01-14-at-3.51.33-PM-207x300.png,Proyecto screen: Screen Shot 2016 01 14 at 3.51.33 PM 207x300,Project screen: Screen Shot 2016 01 14 at 3.51.33 PM 207x300,screen,
e5e41d249bb6,Screen-Shot-2015-07-17-at-1.31.49-PM-800x450.png,Proyecto 800x450: Screen Shot 2015 07 17 at 1.31.49 PM 800x450,Project 800x450: Screen Shot 2015 07 17 at 1.31.49 PM 800x450,800x450,
cea683bb60aa,07-350x350.jpg,Proyecto 350x350: 07 350x350,Project 350x350: 07 350x350,350x350,
b64cd0102ac8,Screen-Shot-2015-09-01-at-11.34.31-AM-473x450.png,Proyecto screen: Screen Shot 2015 09 01 at 11.34.31 AM 473x450,Project screen: Screen Shot 2015 09 01 at 11.34.31 AM 473x450,screen,
827ea1a8c487,1546006_1521811954738766_1044410705464641559_n-350x350.jpg,Proyecto 350x350: 1546006 1521811954738766 1044410705464641559 n 350x350,Project 350x350: 1546006 1521811954738766 1044410705464641559 n 350x350,350x350,
7a938196fadc,lf-157x300.jpg,RUN Art Foundry: lf 157x300,RUN Art Foundry: lf 157x300,,
87a6e21ba1fd,Screen-Shot-2015-09-01-at-12.03.47-PM-800x450.png,Proyecto 800x450: Screen Shot 2015 09 01 at 12.03.47 PM 800x450,Project 800x450: Screen Shot 2015 09 01 at 12.03.47 PM 800x450,800x450,
f90f986dc136,Screen-Shot-2015-08-16-at-11.55.37-AM-800x450.png,Proyecto 800x450: Screen Shot 2015 08 16 at 11.55.37 AM 800x450,Project 800x450: Screen Shot 2015 08 16 at 11.55.37 AM 800x450,800x450,
01b66e7d2d28,12029704_1635389563381004_6211830305059847949_o-800x450.jpg,Proyecto 800x450: 12029704 1635389563381004 6211830305059847949 o 800x450,Project 800x450: 12029704 1635389563381004 6211830305059847949 o 800x450,800x450,
cd9c8de794dd,20150827_114043-1024x576.jpg,Proyecto 1024x576: 20150827 114043 1024x576,Project 1024x576: 20150827 114043 1024x576,1024x576,
a75dbc1f0fee,905577_1637078556545438_502967418951076198_o-800x450.jpg,Proyecto 800x450: 905577 1637078556545438 502967418951076198 o 800x450,Project 800x450: 905577 1637078556545438 502967418951076198 o 800x450,800x450,
fb88281d7bff,11150463_1439589769671111_5340804895895952642_n-135x300.jpg,RUN Art Foundry: 11150463 1439589769671111 5340804895895952642 n 135x300,RUN Art Foundry: 11150463 1439589769671111 5340804895895952642 n 135x300,,
9f2353bd2cf6,IMG_2162-1024x768.jpg,Proyecto 1024x768: IMG 2162 1024x768,Project 1024x768: IMG 2162 1024x768,1024x768,
1be57b77f6bf,10603694_1507555129497782_3363600933957286807_n-224x300.jpg,Proyecto 224x300: 10603694 1507555129497782 3363600933957286807 n 224x300,Project 224x300: 10603694 1507555129497782 3363600933957286807 n 224x300,224x300,
71bd662b3f56,Guantanamera-Juan-C-Verdial-800x450.jpg,Proyecto 800x450: Guantanamera Juan C Verdial 800x450,Project 800x450: Guantanamera Juan C Verdial 800x450,800x450,
b64505a28f17,20160204_102431.jpg,RUN Art Foundry: 20160204 102431,RUN Art Foundry: 20160204 102431,,
65bcf232734f,12087192_1635389593381001_851948886415217376_o-150x150.jpg,Proyecto 150x150: 12087192 1635389593381001 851948886415217376 o 150x150,Project 150x150: 12087192 1635389593381001 851948886415217376 o 150x150,150x150,
ee42f9f73ac7,Screen-Shot-2015-09-01-at-11.16.11-AM-500x450.png,Proyecto 500x450: Screen Shot 2015 09 01 at 11.16.11 AM 500x450,Project 500x450: Screen Shot 2015 09 01 at 11.16.11 AM 500x450,500x450,
a73c5036ec65,11124415_1439589903004431_5280674265535068470_o.jpg,RUN Art Foundry: 11124415 1439589903004431 5280674265535068470 o,RUN Art Foundry: 11124415 1439589903004431 5280674265535068470 o,,
eca9fd411b27,Screen-Shot-2015-06-21-at-12.23.06-PM-300x245.png,Proyecto screen: Screen Shot 2015 06 21 at 12.23.06 PM 300x245,Project screen: Screen Shot 2015 06 21 at 12.23.06 PM 300x245,screen,
1396e805cdf9,Screen-Shot-2015-09-01-at-11.43.06-AM-1024x601.png,Proyecto screen: Screen Shot 2015 09 01 at 11.43.06 AM 1024x601,Project screen: Screen Shot 2015 09 01 at 11.43.06 AM 1024x601,screen,
2ad04436c026,11076234_1426902020939886_1398723636378030187_n.jpg,RUN Art Foundry: 11076234 1426902020939886 1398723636378030187 n,RUN Art Foundry: 11076234 1426902020939886 1398723636378030187 n,,
f6bde5d526b5,DSC_00221.jpg,Proyecto dsc: DSC 00221,Project dsc: DSC 00221,dsc,
da7823b785e9,Screen-Shot-2015-11-02-at-5.54.29-PM-350x350.png,Proyecto 350x350: Screen Shot 2015 11 02 at 5.54.29 PM 350x350,Project 350x350: Screen Shot 2015 11 02 at 5.54.29 PM 350x350,350x350,
f53cb40e3197,Photos-courtesy-of-Carlos-Guzman-KOKO-Design-Studios-2-350x350.jpg,Proyecto 350x350: Photos courtesy of Carlos Guzman KOKO Design Studios 2 350x350,Project 350x350: Photos courtesy of Carlos Guzman KOKO Design Studios 2 350x350,350x350,engineering
8a3b787c376f,11169820_1439236409706447_4779437157454246182_o.jpg,RUN Art Foundry: 11169820 1439236409706447 4779437157454246182 o,RUN Art Foundry: 11169820 1439236409706447 4779437157454246182 o,,
b4d6f132b693,Guajiro-Reide-Molina-1.jpg,Proyecto guajiro: Guajiro Reide Molina 1,Project guajiro: Guajiro Reide Molina 1,guajiro,
fd349d90df4e,Screen-Shot-2015-06-21-at-12.23.06-PM.png,Proyecto screen: Screen Shot 2015 06 21 at 12.23.06 PM,Project screen: Screen Shot 2015 06 21 at 12.23.06 PM,screen,
ea9279cd0f52,12087192_1635389593381001_851948886415217376_o-500x450.jpg,Proyecto 500x450: 12087192 1635389593381001 851948886415217376 o 500x450,Project 500x450: 12087192 1635389593381001 851948886415217376 o 500x450,500x450,
a28078988d97,04-800x450.jpg,Proyecto 800x450: 04 800x450,Project 800x450: 04 800x450,800x450,
d3745321d39f,905577_1637078556545438_502967418951076198_o-500x450.jpg,Proyecto 500x450: 905577 1637078556545438 502967418951076198 o 500x450,Project 500x450: 905577 1637078556545438 502967418951076198 o 500x450,500x450,
79c1c7eaaad3,10440998_1502838853302743_8608073230936419417_n-169x300.jpg,Proyecto 169x300: 10440998 1502838853302743 8608073230936419417 n 169x300,Project 169x300: 10440998 1502838853302743 8608073230936419417 n 169x300,169x300,
9e4173a7a4ea,IMG_2237-e1446217260522-350x350.jpg,Proyecto 350x350: IMG 2237 e1446217260522 350x350,Project 350x350: IMG 2237 e1446217260522 350x350,350x350,
9d189329886b,IMG_2123-e1446221875523-225x300.jpg,Proyecto 225x300: IMG 2123 e1446221875523 225x300,Project 225x300: IMG 2123 e1446221875523 225x300,225x300,
e0967b5fd10c,IMG_2230-e1446222218960-350x350.jpg,Proyecto 350x350: IMG 2230 e1446222218960 350x350,Project 350x350: IMG 2230 e1446222218960 350x350,350x350,
e42ad34beea1,Screen-Shot-2015-07-11-at-5.38.11-PM.png,Proyecto screen: Screen Shot 2015 07 11 at 5.38.11 PM,Project screen: Screen Shot 2015 07 11 at 5.38.11 PM,screen,
d768dab50580,10624717_1521811868072108_269650428620777271_n.jpg,RUN Art Foundry: 10624717 1521811868072108 269650428620777271 n,RUN Art Foundry: 10624717 1521811868072108 269650428620777271 n,,
b43a8018539a,Pic5-540x450.jpg,RUN Art Foundry: Pic5 540x450,RUN Art Foundry: Pic5 540x450,,
8b3d9d11d6ff,DSC_0613-1024x680.jpg,Proyecto dsc: DSC 0613 1024x680,Project dsc: DSC 0613 1024x680,dsc,
e06233b306f2,Screen-Shot-2015-09-01-at-11.38.50-AM-500x450.png,Proyecto 500x450: Screen Shot 2015 09 01 at 11.38.50 AM 500x450,Project 500x450: Screen Shot 2015 09 01 at 11.38.50 AM 500x450,500x450,
bf9f883f8ce6,Screen-Shot-2015-08-06-at-6.32.44-PM-489x450.png,Proyecto screen: Screen Shot 2015 08 06 at 6.32.44 PM 489x450,Project screen: Screen Shot 2015 08 06 at 6.32.44 PM 489x450,screen,
ed85e86c889f,10985661_1426813717615383_2248828704616935135_n-469x450.jpg,RUN Art Foundry: 10985661 1426813717615383 2248828704616935135 n 469x450,RUN Art Foundry: 10985661 1426813717615383 2248828704616935135 n 469x450,,
ecd5375e18cc,IMG_2144-e1446221829121-800x450.jpg,Proyecto 800x450: IMG 2144 e1446221829121 800x450,Project 800x450: IMG 2144 e1446221829121 800x450,800x450,
0e3a84bdcb67,10365805_1507555266164435_9003398915756065785_n-500x450.jpg,Proyecto 500x450: 10365805 1507555266164435 9003398915756065785 n 500x450,Project 500x450: 10365805 1507555266164435 9003398915756065785 n 500x450,500x450,
f28295cd57fa,11289499_1450327318597356_1630894811215859949_o-350x350.jpg,Proyecto 350x350: 11289499 1450327318597356 1630894811215859949 o 350x350,Project 350x350: 11289499 1450327318597356 1630894811215859949 o 350x350,350x350,
267b4510a35c,05.jpg,RUN Art Foundry: 05,RUN Art Foundry: 05,,
abba142ed4fa,IMG_2234-300x225.jpg,Proyecto 300x225: IMG 2234 300x225,Project 300x225: IMG 2234 300x225,300x225,
4919f3f658c7,Screen-Shot-2015-09-01-at-11.58.18-AM-500x450.png,Proyecto 500x450: Screen Shot 2015 09 01 at 11.58.18 AM 500x450,Project 500x450: Screen Shot 2015 09 01 at 11.58.18 AM 500x450,500x450,
9ceed35ef8c9,49de0460-b9c4-4d86-afd8-dc9928db82f3-426x450.jpg,RUN Art Foundry: 49de0460 b9c4 4d86 afd8 dc9928db82f3 426x450,RUN Art Foundry: 49de0460 b9c4 4d86 afd8 dc9928db82f3 426x450,,
a9f87c909cd3,Screen-Shot-2015-08-16-at-1.05.19-PM-500x450.png,Proyecto 500x450: Screen Shot 2015 08 16 at 1.05.19 PM 500x450,Project 500x450: Screen Shot 2015 08 16 at 1.05.19 PM 500x450,500x450,
19994c1c9be2,DSC_0022-500x450.jpg,Proyecto 500x450: DSC 0022 500x450,Project 500x450: DSC 0022 500x450,500x450,
92a203b24940,Screen-Shot-2015-09-01-at-12.03.47-PM-500x450.png,Proyecto 500x450: Screen Shot 2015 09 01 at 12.03.47 PM 500x450,Project 500x450: Screen Shot 2015 09 01 at 12.03.47 PM 500x450,500x450,
5b6700092c00,544952_1518320158421279_1602902550228382855_n-300x169.jpg,Proyecto 300x169: 544952 1518320158421279 1602902550228382855 n 300x169,Project 300x169: 544952 1518320158421279 1602902550228382855 n 300x169,300x169,
e9c17790fdd6,Screen-Shot-2015-09-01-at-11.59.49-AM-300x189.png,Proyecto screen: Screen Shot 2015 09 01 at 11.59.49 AM 300x189,Project screen: Screen Shot 2015 09 01 at 11.59.49 AM 300x189,screen,
df3319fed0b6,Screen-Shot-2015-09-01-at-11.12.11-AM.png,Proyecto screen: Screen Shot 2015 09 01 at 11.12.11 AM,Project screen: Screen Shot 2015 09 01 at 11.12.11 AM,screen,
cf7a8fe8d1f3,10365805_1507555266164435_9003398915756065785_n-350x350.jpg,Proyecto 350x350: 10365805 1507555266164435 9003398915756065785 n 350x350,Project 350x350: 10365805 1507555266164435 9003398915756065785 n 350x350,350x350,
df087127b07d,11024740_1419228135040608_6319571750736818998_o-350x350.jpg,Proyecto 350x350: 11024740 1419228135040608 6319571750736818998 o 350x350,Project 350x350: 11024740 1419228135040608 6319571750736818998 o 350x350,350x350,
60f69c6c2339,Screen-Shot-2015-07-11-at-4.57.20-PM-350x350.png,Proyecto 350x350: Screen Shot 2015 07 11 at 4.57.20 PM 350x350,Project 350x350: Screen Shot 2015 07 11 at 4.57.20 PM 350x350,350x350,
83f329ed342d,IMG_2233-500x450.jpg,Proyecto 500x450: IMG 2233 500x450,Project 500x450: IMG 2233 500x450,500x450,
a86e2abdeb21,12194973_1637078526545441_3484091984524480602_o-150x150.jpg,Proyecto 150x150: 12194973 1637078526545441 3484091984524480602 o 150x150,Project 150x150: 12194973 1637078526545441 3484091984524480602 o 150x150,150x150,
09a90d47f881,Screen-Shot-2015-08-21-at-5.51.57-PM-800x450.png,Proyecto 800x450: Screen Shot 2015 08 21 at 5.51.57 PM 800x450,Project 800x450: Screen Shot 2015 08 21 at 5.51.57 PM 800x450,800x450,
d4f1953af5c0,10960231_1413535365609885_2345713962991573047_o-800x450.jpg,Proyecto 800x450: 10960231 1413535365609885 2345713962991573047 o 800x450,Project 800x450: 10960231 1413535365609885 2345713962991573047 o 800x450,800x450,
d782ce682753,israelita-150x150.jpg,Proyecto 150x150: israelita 150x150,Project 150x150: israelita 150x150,150x150,
61da23d70962,10624717_1521811868072108_269650428620777271_n1-350x350.jpg,Proyecto 350x350: 10624717 1521811868072108 269650428620777271 n1 350x350,Project 350x350: 10624717 1521811868072108 269650428620777271 n1 350x350,350x350,
1027e3e147c9,Screen-Shot-2015-09-01-at-11.12.11-AM-800x450.png,Proyecto 800x450: Screen Shot 2015 09 01 at 11.12.11 AM 800x450,Project 800x450: Screen Shot 2015 09 01 at 11.12.11 AM 800x450,800x450,
a42900c4e9c1,12193771_1637078609878766_7362642038142509567_n-501x450.png,RUN Art Foundry: 12193771 1637078609878766 7362642038142509567 n 501x450,RUN Art Foundry: 12193771 1637078609878766 7362642038142509567 n 501x450,,
45d336d57dfd,Screen-Shot-2015-09-01-at-11.05.44-AM-150x150.png,Proyecto 150x150: Screen Shot 2015 09 01 at 11.05.44 AM 150x150,Project 150x150: Screen Shot 2015 09 01 at 11.05.44 AM 150x150,150x150,
2c07c9fd0853,Las_Cosas_Cambian_by_The_Merger-500x450.jpg,Proyecto 500x450: Las Cosas Cambian by The Merger 500x450,Project 500x450: Las Cosas Cambian by The Merger 500x450,500x450,
a963a4897c21,Sculture__Modeling_01-350x350.jpg,Proyecto 350x350: Sculture  Modeling 01 350x350,Project 350x350: Sculture  Modeling 01 350x350,350x350,sculpture-modeling
5a786c0b4f1c,Logo_280whitebg.jpg,Proyecto logo: Logo 280whitebg,Project logo: Logo 280whitebg,logo,
d868fac6e738,IMG_2122-300x225.jpg,Proyecto 300x225: IMG 2122 300x225,Project 300x225: IMG 2122 300x225,300x225,
6415298152e1,Sculture__Modeling_03-800x450.jpg,Proyecto 800x450: Sculture  Modeling 03 800x450,Project 800x450: Sculture  Modeling 03 800x450,800x450,sculpture-modeling
d1137e8dcf4c,12034277_1637078636545430_844376759638453496_o-300x186.png,Proyecto 300x186: 12034277 1637078636545430 844376759638453496 o 300x186,Project 300x186: 12034277 1637078636545430 844376759638453496 o 300x186,300x186,
4d6fd72c3664,10915645_1439589533004468_8291542820219976993_o-169x300.jpg,Proyecto 169x300: 10915645 1439589533004468 8291542820219976993 o 169x300,Project 169x300: 10915645 1439589533004468 8291542820219976993 o 169x300,169x300,
f11ff20b66ee,israelita-800x450.jpg,Proyecto 800x450: israelita 800x450,Project 800x450: israelita 800x450,800x450,
cc058dfac77a,10500562_1507554649497830_2643027579413421714_n-350x350.jpg,Proyecto 350x350: 10500562 1507554649497830 2643027579413421714 n 350x350,Project 350x350: 10500562 1507554649497830 2643027579413421714 n 350x350,350x350,
19d5575e6f69,10697361_1635389520047675_3823258168161232030_o-1024x576.jpg,Proyecto 1024x576: 10697361 1635389520047675 3823258168161232030 o 1024x576,Project 1024x576: 10697361 1635389520047675 3823258168161232030 o 1024x576,1024x576,
1d33db135476,934800_1468275373425758_4490735025582333745_n-350x350.jpg,Proyecto 350x350: 934800 1468275373425758 4490735025582333745 n 350x350,Project 350x350: 934800 1468275373425758 4490735025582333745 n 350x350,350x350,
fc63b5919993,10599628_1378401259123296_7038851905294978205_n-800x450.jpg,Proyecto 800x450: 10599628 1378401259123296 7038851905294978205 n 800x450,Project 800x450: 10599628 1378401259123296 7038851905294978205 n 800x450,800x450,
0e36d27ae302,10915645_1439589533004468_8291542820219976993_o-150x150.jpg,Proyecto 150x150: 10915645 1439589533004468 8291542820219976993 o 150x150,Project 150x150: 10915645 1439589533004468 8291542820219976993 o 150x150,150x150,
c9127acab6bf,IMG_2122.jpg,RUN Art Foundry: IMG 2122,RUN Art Foundry: IMG 2122,,
4760b9f13b10,Screen-Shot-2015-09-01-at-11.16.11-AM1-1024x579.png,Proyecto am1: Screen Shot 2015 09 01 at 11.16.11 AM1 1024x579,Project am1: Screen Shot 2015 09 01 at 11.16.11 AM1 1024x579,am1,
d90fc285924a,Screen-Shot-2015-09-01-at-11.07.06-AM1-395x450.png,Proyecto am1: Screen Shot 2015 09 01 at 11.07.06 AM1 395x450,Project am1: Screen Shot 2015 09 01 at 11.07.06 AM1 395x450,am1,
9cf0ac313fae,Las_Cosas_Cambian_by_The_Merger-150x150.jpg,Proyecto 150x150: Las Cosas Cambian by The Merger 150x150,Project 150x150: Las Cosas Cambian by The Merger 150x150,150x150,
00bcd117829e,20160202_192940-471x450.jpg,RUN Art Foundry: 20160202 192940 471x450,RUN Art Foundry: 20160202 192940 471x450,,
347420528df5,10376829_1520538304866131_1816650925901970224_n-800x450.jpg,Proyecto 800x450: 10376829 1520538304866131 1816650925901970224 n 800x450,Project 800x450: 10376829 1520538304866131 1816650925901970224 n 800x450,800x450,
f8754a1cfa30,1965077_1520538214866140_8330939681105521361_n-500x450.jpg,Proyecto 500x450: 1965077 1520538214866140 8330939681105521361 n 500x450,Project 500x450: 1965077 1520538214866140 8330939681105521361 n 500x450,500x450,
0f01af865c46,Screen-Shot-2015-09-01-at-11.34.31-AM-150x150.png,Proyecto 150x150: Screen Shot 2015 09 01 at 11.34.31 AM 150x150,Project 150x150: Screen Shot 2015 09 01 at 11.34.31 AM 150x150,150x150,
d17ef805d9e2,IMG_2239-150x150.jpg,Proyecto 150x150: IMG 2239 150x150,Project 150x150: IMG 2239 150x150,150x150,
46b5fffa9b7c,IMG_2233-e1446222277922-768x1024.jpg,RUN Art Foundry: IMG 2233 e1446222277922 768x1024,RUN Art Foundry: IMG 2233 e1446222277922 768x1024,,
8f2491de8d2c,Sculture__Modeling_01.jpg,Proyecto modeling: Sculture  Modeling 01,Project modeling: Sculture  Modeling 01,modeling,sculpture-modeling
a14f43b75e50,10418851_1506343272952301_9206110839369801043_n-500x450.jpg,Proyecto 500x450: 10418851 1506343272952301 9206110839369801043 n 500x450,Project 500x450: 10418851 1506343272952301 9206110839369801043 n 500x450,500x450,
295fda341167,Sculture__Modeling_03-150x150.jpg,Proyecto 150x150: Sculture  Modeling 03 150x150,Project 150x150: Sculture  Modeling 03 150x150,150x150,sculpture-modeling
d1b42ffc44ef,Screen-Shot-2015-09-01-at-11.07.06-AM1-139x300.png,Proyecto am1: Screen Shot 2015 09 01 at 11.07.06 AM1 139x300,Project am1: Screen Shot 2015 09 01 at 11.07.06 AM1 139x300,am1,
70302dcde776,1546006_1521811954738766_1044410705464641559_n-500x450.jpg,Proyecto 500x450: 1546006 1521811954738766 1044410705464641559 n 500x450,Project 500x450: 1546006 1521811954738766 1044410705464641559 n 500x450,500x450,
fc123fe20979,IMG_2145-350x350.jpg,Proyecto 350x350: IMG 2145 350x350,Project 350x350: IMG 2145 350x350,350x350,
1cff4723abc8,Screen-Shot-2015-09-01-at-12.02.06-PM.png,Proyecto screen: Screen Shot 2015 09 01 at 12.02.06 PM,Project screen: Screen Shot 2015 09 01 at 12.02.06 PM,screen,
309782954a64,905577_1637078556545438_502967418951076198_o-350x350.jpg,Proyecto 350x350: 905577 1637078556545438 502967418951076198 o 350x350,Project 350x350: 905577 1637078556545438 502967418951076198 o 350x350,350x350,
4c27041080bb,Screen-Shot-2015-09-01-at-11.35.09-AM.png,Proyecto screen: Screen Shot 2015 09 01 at 11.35.09 AM,Project screen: Screen Shot 2015 09 01 at 11.35.09 AM,screen,
f7dc5a663ac2,10960231_1413535365609885_2345713962991573047_o-576x1024.jpg,Proyecto 576x1024: 10960231 1413535365609885 2345713962991573047 o 576x1024,Project 576x1024: 10960231 1413535365609885 2345713962991573047 o 576x1024,576x1024,
56c2d65d45c5,11036343_1426902317606523_2929124102325866547_n-300x200.jpg,Proyecto 300x200: 11036343 1426902317606523 2929124102325866547 n 300x200,Project 300x200: 11036343 1426902317606523 2929124102325866547 n 300x200,300x200,
619b4ebec002,934800_1468275373425758_4490735025582333745_n-300x300.jpg,RUN Art Foundry: 934800 1468275373425758 4490735025582333745 n 300x300,RUN Art Foundry: 934800 1468275373425758 4490735025582333745 n 300x300,,
1ddb1c8dd33e,12034277_1637078636545430_844376759638453496_o.png,RUN Art Foundry: 12034277 1637078636545430 844376759638453496 o,RUN Art Foundry: 12034277 1637078636545430 844376759638453496 o,,
88cdf6c41dd0,Screen-Shot-2015-09-01-at-11.16.11-AM1.png,Proyecto am1: Screen Shot 2015 09 01 at 11.16.11 AM1,Project am1: Screen Shot 2015 09 01 at 11.16.11 AM1,am1,
3a36e69cbe54,IMG_2257-e1446220314963-350x350.jpg,Proyecto 350x350: IMG 2257 e1446220314963 350x350,Project 350x350: IMG 2257 e1446220314963 350x350,350x350,
57b33d9f4f15,Screen-Shot-2015-09-01-at-11.33.14-AM-1-150x150.png,Proyecto 150x150: Screen Shot 2015 09 01 at 11.33.14 AM 1 150x150,Project 150x150: Screen Shot 2015 09 01 at 11.33.14 AM 1 150x150,150x150,
bb2b979f6603,Screen-Shot-2015-09-01-at-11.08.34-AM-150x150.png,Proyecto 150x150: Screen Shot 2015 09 01 at 11.08.34 AM 150x150,Project 150x150: Screen Shot 2015 09 01 at 11.08.34 AM 150x150,150x150,
8520463c0c1e,IMG_2144-e1446221829121-350x350.jpg,Proyecto 350x350: IMG 2144 e1446221829121 350x350,Project 350x350: IMG 2144 e1446221829121 350x350,350x350,
189dba083338,Screen-Shot-2015-07-11-at-4.57.20-PM-150x150.png,Proyecto 150x150: Screen Shot 2015 07 11 at 4.57.20 PM 150x150,Project 150x150: Screen Shot 2015 07 11 at 4.57.20 PM 150x150,150x150,
b4fc4064512b,11.png,RUN Art Foundry: 11,RUN Art Foundry: 11,,
949893bba902,05-150x150.jpg,Proyecto 150x150: 05 150x150,Project 150x150: 05 150x150,150x150,
968bc9b1758e,IMG_2162-e1446221478836.jpg,RUN Art Foundry: IMG 2162 e1446221478836,RUN Art Foundry: IMG 2162 e1446221478836,,
f5f65e09c6a4,10845709_1439589906337764_2663202347320749726_o-800x450.jpg,Proyecto 800x450: 10845709 1439589906337764 2663202347320749726 o 800x450,Project 800x450: 10845709 1439589906337764 2663202347320749726 o 800x450,800x450,
599e3a8633f7,Screen-Shot-2015-09-01-at-11.36.35-AM-350x350.png,Proyecto 350x350: Screen Shot 2015 09 01 at 11.36.35 AM 350x350,Project 350x350: Screen Shot 2015 09 01 at 11.36.35 AM 350x350,350x350,
b7cbe98ae9cb,S-T-Roberto-Estupinan-2-350x350.jpg,Proyecto 350x350: S T Roberto Estupinan 2 350x350,Project 350x350: S T Roberto Estupinan 2 350x350,350x350,
239a2d8f12d5,IMG_2123-800x450.jpg,Proyecto 800x450: IMG 2123 800x450,Project 800x450: IMG 2123 800x450,800x450,
929f29168088,12194973_1637078526545441_3484091984524480602_o-500x450.jpg,Proyecto 500x450: 12194973 1637078526545441 3484091984524480602 o 500x450,Project 500x450: 12194973 1637078526545441 3484091984524480602 o 500x450,500x450,
d4fda0136f0d,12029824_1635389523381008_7211656337461760144_o-800x450.jpg,Proyecto 800x450: 12029824 1635389523381008 7211656337461760144 o 800x450,Project 800x450: 12029824 1635389523381008 7211656337461760144 o 800x450,800x450,
8c2be7b2d868,Screen-Shot-2015-06-26-at-4.29.57-PM1-350x350.png,Proyecto 350x350: Screen Shot 2015 06 26 at 4.29.57 PM1 350x350,Project 350x350: Screen Shot 2015 06 26 at 4.29.57 PM1 350x350,350x350,
b928cd5b7184,10156121_1492386924347936_8637634903956622160_n-717x450.jpg,RUN Art Foundry: 10156121 1492386924347936 8637634903956622160 n 717x450,RUN Art Foundry: 10156121 1492386924347936 8637634903956622160 n 717x450,,
112757991357,Screen-Shot-2015-08-16-at-11.55.37-AM-350x350.png,Proyecto 350x350: Screen Shot 2015 08 16 at 11.55.37 AM 350x350,Project 350x350: Screen Shot 2015 08 16 at 11.55.37 AM 350x350,350x350,
5d894903c0be,Screen-Shot-2015-09-01-at-11.43.32-AM.png,Proyecto screen: Screen Shot 2015 09 01 at 11.43.32 AM,Project screen: Screen Shot 2015 09 01 at 11.43.32 AM,screen,
10a5a101d768,Screen-Shot-2015-09-01-at-11.24.32-AM-150x150.png,Proyecto 150x150: Screen Shot 2015 09 01 at 11.24.32 AM 150x150,Project 150x150: Screen Shot 2015 09 01 at 11.24.32 AM 150x150,150x150,
f8156042a9d8,10985661_1426813717615383_2248828704616935135_n-350x350.jpg,Proyecto 350x350: 10985661 1426813717615383 2248828704616935135 n 350x350,Project 350x350: 10985661 1426813717615383 2248828704616935135 n 350x350,350x350,
46a8375e6643,10576953_1469632486623380_207284278297312963a_n-676x450.jpg,RUN Art Foundry: 10576953 1469632486623380 207284278297312963a n 676x450,RUN Art Foundry: 10576953 1469632486623380 207284278297312963a n 676x450,,
3d6e01ea07d5,20160202_192940-169x300.jpg,Proyecto 169x300: 20160202 192940 169x300,Project 169x300: 20160202 192940 169x300,169x300,
f6957d4da5bc,Screen-Shot-2015-09-01-at-11.35.45-AM-300x208.png,Proyecto screen: Screen Shot 2015 09 01 at 11.35.45 AM 300x208,Project screen: Screen Shot 2015 09 01 at 11.35.45 AM 300x208,screen,
162f0bd090af,Screen-Shot-2016-01-14-at-3.51.33-PM-500x450.png,Proyecto 500x450: Screen Shot 2016 01 14 at 3.51.33 PM 500x450,Project 500x450: Screen Shot 2016 01 14 at 3.51.33 PM 500x450,500x450,
fb8a4b8da161,IMG_2239-500x450.jpg,Proyecto 500x450: IMG 2239 500x450,Project 500x450: IMG 2239 500x450,500x450,
e4b0cb548bd0,Untitled-4-500x450.jpg,Proyecto 500x450: Untitled 4 500x450,Project 500x450: Untitled 4 500x450,500x450,
39dd7f183788,IMG_2234-500x450.jpg,Proyecto 500x450: IMG 2234 500x450,Project 500x450: IMG 2234 500x450,500x450,
a2b2deec14d1,Screen-Shot-2015-07-11-at-4.57.20-PM-204x300.png,Proyecto screen: Screen Shot 2015 07 11 at 4.57.20 PM 204x300,Project screen: Screen Shot 2015 07 11 at 4.57.20 PM 204x300,screen,
9c1f90f0e153,10734191_1505971879656107_3856707983011667340_n-150x150.jpg,Proyecto 150x150: 10734191 1505971879656107 3856707983011667340 n 150x150,Project 150x150: 10734191 1505971879656107 3856707983011667340 n 150x150,150x150,
51e372a548ab,IMG_2260-e1446220291514-225x300.jpg,Proyecto 225x300: IMG 2260 e1446220291514 225x300,Project 225x300: IMG 2260 e1446220291514 225x300,225x300,
d1a2fb0e995e,Screen-Shot-2015-09-01-at-11.59.49-AM-1024x646.png,Proyecto screen: Screen Shot 2015 09 01 at 11.59.49 AM 1024x646,Project screen: Screen Shot 2015 09 01 at 11.59.49 AM 1024x646,screen,
